age_at_marriage,marriage_duration_years,num_children,education_level,employment_status,combined_income,religious_compatibility,cultural_background_match,communication_score,conflict_frequency,conflict_resolution_style,financial_stress_level,mental_health_issues,infidelity_occurred,counseling_attended,social_support,shared_hobbies_count,marriage_type,pre_marital_cohabitation,domestic_violence_history,trust_score,divorced
26,6,3,Bachelor,Full-time,96894,Not Religious,1,6.96325013,3,Collaborative,5.5891388,0,0,0,7.115471051,2,Love,1,0,4.654116126,1
26,4,0,Master,Unemployed,71522,Different Religion,1,3.073295377,1,Passive,2.492619325,0,0,0,4.024859652,8,Love,1,0,9.630370891,0
27,5,0,Bachelor,Full-time,72725,Same Religion,0,4.59598789,5,Avoidant,10,1,1,0,4.240583441,4,Love,1,0,7.960432781,0
26,8,1,PhD,Unemployed,99796,Different Religion,1,10,1,Avoidant,6.925086524,1,0,0,7.851012327,1,Arranged,1,0,5.580963531,1
31,5,1,High School,Full-time,40624,Same Religion,1,5.045816182,1,Passive,5.021487745,0,0,0,3.783037316,5,Arranged,0,0,3.786903475,0
19,5,1,Bachelor,Homemaker,29995,Same Religion,1,7.355127561,0,Avoidant,5.609552258,0,0,1,4.291046953,5,Love,1,0,7.497103983,0
22,13,2,Master,Full-time,71057,Different Religion,1,5.212259146,1,Passive,5.004853173,0,1,1,4.310452814,2,Arranged,1,0,2.978298526,1
22,11,1,Bachelor,Part-time,55118,Same Religion,1,5.591089813,5,Avoidant,7.736393968,1,0,1,3.235894555,3,Love,0,0,6.001658887,0
32,17,1,High School,Full-time,65950,Same Religion,1,1.656420444,3,Collaborative,5.842985068,0,0,1,4.495608564,2,Love,1,0,6.729036801,0
36,2,3,No Formal Education,Full-time,84495,Same Religion,1,7.247457284,0,Passive,3.397657476,0,0,0,1,5,Love,1,0,5.055356161,1
27,9,1,High School,Full-time,75231,Same Religion,1,4.926086883,1,Collaborative,5.865817782,0,0,0,10,2,Love,1,0,4.719995875,0
27,8,2,High School,Full-time,90330,Same Religion,1,1.936966969,2,Collaborative,4.434266738,0,0,0,5.386971996,6,Love,0,0,5.789351396,0
28,4,3,Bachelor,Full-time,41838,Not Religious,1,3.191376411,3,Avoidant,4.015499633,1,1,1,6.094594679,5,Love,0,0,5.880152594,0
33,6,2,Bachelor,Homemaker,77947,Same Religion,1,6.21829137,3,Avoidant,4.180750577,0,0,0,1.683327092,2,Love,1,0,1.697441744,0
23,3,1,Master,Full-time,44549,Same Religion,1,4.625371011,3,Passive,4.608382513,0,0,0,4.146393241,2,Arranged,1,0,10,1
29,1,0,Bachelor,Unemployed,93378,Different Religion,0,4.374793981,4,Collaborative,1,0,0,0,6.02802629,3,Love,1,0,7.002795712,0
32,2,4,Bachelor,Full-time,68962,Not Religious,0,5.135549371,5,Avoidant,6.388938674,0,0,0,3.179310093,1,Love,1,0,8.62317568,0
30,1,1,Bachelor,Part-time,70137,Different Religion,0,1,2,Collaborative,6.688132868,0,1,0,7.644764044,4,Love,1,0,6.153298954,0
28,11,0,Bachelor,Full-time,48359,Same Religion,1,2.770332413,1,Aggressive,2.384499535,0,0,0,6.272088623,1,Love,0,0,10,1
33,10,2,PhD,Part-time,49372,Same Religion,1,7.280429499,0,Collaborative,1.095938581,0,0,1,5.162028228,2,Arranged,0,0,6.683848377,0
18,30,1,Master,Part-time,68105,Not Religious,0,7.030005683,1,Avoidant,8.626368209,0,0,0,5.843760733,4,Love,1,0,6.871610705,0
31,13,3,Bachelor,Full-time,94965,Same Religion,1,7.119877348,2,Aggressive,10,0,0,0,4.786007365,3,Arranged,0,0,10,1
24,1,1,High School,Full-time,91647,Same Religion,0,7.215757925,2,Aggressive,4.78559072,0,0,0,1.997405363,0,Love,1,0,5.697239029,0
18,21,1,PhD,Full-time,67169,Different Religion,0,6.875021185,0,Collaborative,7.820081565,0,0,0,6.333045276,3,Love,1,0,4.5817104,0
30,19,0,High School,Full-time,51573,Same Religion,1,8.876803237,0,Collaborative,4.613546273,1,0,0,3.183134234,4,Love,1,0,8.760577967,0
34,5,1,High School,Full-time,71458,Not Religious,1,7.202651044,1,Collaborative,5.515627053,0,1,1,5.92607794,4,Arranged,1,0,6.828274296,0
27,8,0,High School,Full-time,85089,Not Religious,1,6.07342603,3,Avoidant,3.995474631,0,0,0,8.08483947,3,Arranged,1,0,8.547303169,0
32,37,2,High School,Part-time,64235,Different Religion,1,9.080181087,1,Avoidant,6.886946571,0,0,0,5.653258337,7,Love,1,0,2.88548241,1
36,7,1,Master,Full-time,52254,Not Religious,0,7.069621495,3,Avoidant,5.796795809,0,1,0,6.185184856,2,Love,1,0,3.946875136,0
34,23,1,Bachelor,Full-time,73582,Same Religion,1,7.147676425,1,Passive,8.524827836,0,0,0,3.764899833,3,Love,1,0,5.655986215,0
36,1,1,No Formal Education,Full-time,55206,Different Religion,0,4.997611184,3,Passive,4.179860355,0,0,0,2.977772192,4,Love,0,0,7.969156042,0
31,2,2,High School,Part-time,52897,Different Religion,1,6.063575612,2,Collaborative,6.146111597,0,0,0,7.952528024,3,Love,0,1,3.410959066,1
28,5,1,Bachelor,Full-time,58877,Same Religion,1,3.719260544,2,Avoidant,7.011355114,0,1,0,7.698268291,3,Love,0,0,7.891291249,1
19,8,1,No Formal Education,Part-time,73332,Not Religious,1,2.971121988,3,Collaborative,6.161412153,0,0,1,8.447356513,3,Arranged,1,0,4.050728102,1
26,16,1,Master,Unemployed,55549,Not Religious,1,2.563591302,2,Avoidant,5.871272269,0,0,1,10,5,Arranged,1,0,8.752568446,0
23,40,2,Master,Part-time,59255,Not Religious,1,5.558463421,1,Collaborative,8.652654058,0,1,0,4.890735926,2,Love,1,0,6.407790261,1
38,4,0,High School,Full-time,62869,Different Religion,1,8.736834799,3,Collaborative,2.420049121,1,0,0,6.663158542,7,Love,1,0,7.435705684,1
27,1,3,Master,Part-time,52363,Same Religion,1,6.869399108,0,Avoidant,6.491093353,0,0,0,8.24729206,3,Love,1,0,6.804128493,1
28,16,1,Bachelor,Full-time,90991,Same Religion,0,7.734757208,0,Collaborative,3.234485904,0,1,0,9.931487732,3,Love,1,1,7.005468164,0
30,9,1,Bachelor,Homemaker,96858,Same Religion,1,4.268118301,5,Aggressive,2.848874005,0,0,0,8.227373741,2,Love,1,0,2.437605008,0
28,2,1,Bachelor,Unemployed,53943,Same Religion,1,6.604695592,2,Collaborative,4.071388968,0,0,1,4.153255498,1,Arranged,1,0,8.916658706,0
36,6,3,Bachelor,Full-time,44047,Same Religion,1,10,1,Aggressive,5.915915355,0,0,0,9.34800555,0,Love,0,0,4.832356756,0
24,13,3,Master,Homemaker,50720,Same Religion,1,7.597632104,2,Collaborative,6.196203487,0,0,0,7.746416963,6,Arranged,1,0,7.348311615,0
28,14,0,Bachelor,Part-time,68916,Different Religion,1,5.251881929,5,Collaborative,4.427902289,1,0,0,6.550319276,2,Love,0,0,6.460459776,1
24,6,0,High School,Full-time,58279,Same Religion,0,2.613122363,1,Aggressive,7.048628289,0,0,0,5.01847012,2,Arranged,1,0,5.228934826,1
21,3,2,Bachelor,Full-time,34423,Same Religion,1,3.373337561,0,Passive,7.242920703,0,1,0,9.1171739,4,Love,0,0,7.115830988,0
24,36,3,Bachelor,Part-time,56883,Same Religion,1,7.313244276,6,Passive,9.580727229,0,0,0,10,3,Love,0,0,3.4591591,0
27,10,1,High School,Homemaker,68141,Different Religion,1,6.44168565,3,Collaborative,3.984565779,0,0,0,5.682286033,3,Love,1,0,4.232087688,0
25,5,0,Bachelor,Homemaker,79692,Not Religious,1,9.593617413,0,Collaborative,3.133647205,0,0,0,6.352625795,0,Love,1,0,4.48413106,0
24,3,0,High School,Part-time,95138,Different Religion,1,6.129387249,2,Passive,5.286257136,1,0,0,7.045558762,0,Love,1,0,6.062558516,0
20,13,1,Bachelor,Full-time,51038,Same Religion,1,3.030840535,4,Collaborative,1.536074895,0,0,1,3.872022749,2,Love,1,0,7.276525092,1
27,2,0,No Formal Education,Part-time,47531,Same Religion,1,5.544720277,1,Avoidant,10,1,0,0,6.048277469,1,Love,0,0,5.582317161,1
20,1,0,High School,Unemployed,54989,Different Religion,0,6.085108979,1,Avoidant,4.199164039,0,0,0,7.274945689,3,Love,1,0,4.542405691,1
31,7,0,Bachelor,Full-time,41088,Same Religion,1,5.22991066,2,Collaborative,3.014880843,1,0,0,9.887755709,5,Love,0,0,8.296255072,0
28,3,2,Master,Full-time,45995,Not Religious,1,5.993619468,1,Collaborative,5.188280573,0,0,0,5.649635731,3,Arranged,1,0,9.502257171,0
20,9,1,High School,Part-time,46114,Same Religion,1,6.745809551,2,Passive,5.244754918,0,1,0,6.975920689,1,Love,0,0,5.025143246,0
26,1,0,PhD,Homemaker,66538,Same Religion,0,1.94732348,2,Collaborative,5.603250772,0,0,0,4.680513026,3,Arranged,1,0,4.550714371,0
24,10,1,Bachelor,Unemployed,43342,Same Religion,1,4.657549262,1,Collaborative,6.150210756,0,0,1,7.792568658,5,Love,1,0,5.845171159,0
29,3,4,Master,Full-time,76493,Different Religion,1,8.524096212,1,Avoidant,2.59282111,0,1,1,5.736862195,4,Love,1,0,6.706770426,0
34,1,1,High School,Full-time,82982,Same Religion,1,9.225054788,1,Collaborative,5.884461349,0,0,1,7.878796001,2,Love,1,0,4.689600326,0
18,1,1,High School,Homemaker,37483,Same Religion,1,3.447109646,1,Aggressive,4.295953536,0,0,0,4.61004302,1,Love,1,0,6.788873137,1
28,27,2,Bachelor,Unemployed,33900,Same Religion,1,3.450616995,1,Avoidant,3.908010149,0,1,0,2.860049632,3,Love,1,0,8.214419494,0
27,20,1,Bachelor,Full-time,49280,Same Religion,1,7.527068513,2,Collaborative,7.296491511,0,0,0,4.445960021,1,Arranged,1,0,5.727883689,1
31,2,3,Master,Part-time,51973,Not Religious,0,10,3,Avoidant,1.013522859,0,0,0,9.08463825,2,Arranged,0,0,2.632942576,1
29,15,0,High School,Homemaker,85321,Same Religion,0,6.439560033,3,Collaborative,6.81379953,0,0,0,5.670080217,2,Arranged,0,0,6.67347815,1
24,9,1,Bachelor,Homemaker,58993,Same Religion,1,6.217648156,1,Collaborative,9.474911451,0,0,0,5.780483687,1,Love,1,0,4.06641727,0
26,35,0,High School,Unemployed,68394,Same Religion,1,4.582568098,1,Aggressive,5.984810307,0,0,0,6.600920602,4,Love,0,0,6.542227279,0
24,4,2,Master,Full-time,68357,Same Religion,1,8.025521619,1,Aggressive,10,0,0,1,6.154747847,2,Love,1,0,6.517512219,0
33,11,0,Master,Unemployed,42388,Same Religion,1,5.39445333,1,Avoidant,6.843410181,1,0,0,7.00422332,4,Love,0,0,4.381033585,0
28,1,1,Bachelor,Full-time,54986,Same Religion,0,9.139754734,1,Avoidant,4.305096884,0,0,0,6.30290369,3,Love,1,0,5.079880879,0
37,5,2,High School,Homemaker,59744,Different Religion,1,6.721289185,5,Avoidant,3.032923336,0,0,1,10,2,Arranged,1,0,4.735263397,0
27,33,0,Bachelor,Full-time,67551,Not Religious,0,6.518068897,1,Avoidant,4.695528033,0,1,0,8.710416988,1,Love,0,0,8.418294091,0
24,7,0,High School,Part-time,31314,Same Religion,1,4.355498397,3,Passive,5.348163705,0,0,0,7.844785225,5,Love,1,0,4.756693108,0
20,3,2,High School,Part-time,48108,Not Religious,1,4.42656479,0,Collaborative,4.286189619,1,0,0,7.634405518,1,Love,0,0,6.454424562,0
18,1,0,Bachelor,Unemployed,60230,Not Religious,0,4.76413187,3,Avoidant,6.893725777,0,0,0,6.857350275,6,Love,0,0,2.192440549,1
20,12,0,No Formal Education,Part-time,51207,Same Religion,1,5.814329949,3,Passive,1.690949768,0,0,0,5.397808347,4,Arranged,1,0,5.794755008,1
29,10,2,Master,Full-time,31956,Same Religion,1,8.210449091,3,Collaborative,2.2619812,0,0,1,7.406838119,3,Arranged,1,0,7.974944641,0
30,4,3,Bachelor,Unemployed,45550,Not Religious,1,7.643762679,2,Avoidant,5.539854113,0,0,0,3.455772304,4,Arranged,1,0,9.15974289,0
20,30,0,Bachelor,Full-time,32150,Different Religion,1,5.060297314,3,Collaborative,3.409373506,0,1,1,3.65881098,4,Other,1,1,7.481802228,1
32,1,0,No Formal Education,Full-time,87618,Same Religion,1,1.815903843,2,Collaborative,4.581314204,0,0,1,5.339151902,3,Arranged,0,0,5.840827658,1
25,3,3,Bachelor,Homemaker,53607,Same Religion,0,4.550232275,4,Collaborative,1.83825126,0,1,0,6.77681622,2,Love,0,0,5.382944536,1
28,25,1,Bachelor,Part-time,58689,Same Religion,0,6.307212481,1,Collaborative,4.220340693,0,0,0,4.556941062,3,Love,1,0,6.057517529,0
36,3,1,PhD,Unemployed,40421,Same Religion,0,6.463281444,1,Avoidant,4.283343391,1,1,1,7.020555626,2,Love,1,0,4.564596142,1
32,2,0,High School,Part-time,64614,Different Religion,1,9.666071215,1,Passive,3.419211689,0,0,0,3.216405586,1,Arranged,1,0,6.080308808,0
26,7,1,High School,Unemployed,73901,Different Religion,0,8.861290116,1,Aggressive,5.972228961,1,0,1,5.449937492,2,Love,1,0,5.98789788,0
23,17,1,Bachelor,Unemployed,41675,Not Religious,1,7.588480173,4,Collaborative,2.359088248,0,1,1,2.874262484,2,Arranged,0,0,5.511623956,1
18,1,3,High School,Part-time,42125,Same Religion,1,4.701083935,2,Passive,8.57328823,1,1,0,6.390814974,0,Arranged,1,0,7.827480768,1
24,28,4,Bachelor,Homemaker,50088,Same Religion,1,6.563499466,2,Aggressive,5.713641265,0,0,0,9.365853698,1,Love,1,0,3.652765595,1
26,15,1,Bachelor,Full-time,31998,Different Religion,1,7.026372628,1,Collaborative,3.363516843,1,0,0,6.153321266,4,Love,0,0,7.360258997,0
23,1,3,Bachelor,Unemployed,67604,Same Religion,1,8.63565453,0,Passive,1,0,0,0,8.165761421,5,Love,1,0,8.447196678,1
27,12,1,No Formal Education,Unemployed,75179,Different Religion,1,4.021845562,3,Passive,9.920340992,0,0,0,8.079061028,3,Other,1,0,5.518214132,1
28,4,1,High School,Full-time,31348,Different Religion,1,7.782266523,4,Collaborative,6.352645658,0,0,0,5.535537409,4,Arranged,1,0,6.718050875,0
26,5,1,Bachelor,Full-time,77619,Not Religious,0,7.191287515,3,Aggressive,7.747754315,0,0,0,7.295380936,2,Love,1,0,7.22658562,0
24,15,2,High School,Homemaker,77634,Different Religion,1,4.982311762,2,Collaborative,6.636045397,1,0,0,3.454191717,5,Love,1,0,8.916500605,1
28,32,0,Bachelor,Full-time,10000,Different Religion,1,8.607439307,4,Collaborative,7.257422754,0,0,0,5.607811611,2,Love,1,0,4.032015405,0
30,1,1,Master,Full-time,37925,Same Religion,0,2.206821761,2,Collaborative,5.689933187,0,0,0,6.073547929,5,Love,0,0,5.658137979,1
22,5,2,Bachelor,Full-time,47868,Not Religious,1,10,1,Avoidant,5.969471167,0,0,0,4.162183843,1,Other,0,0,6.809643748,0
35,6,1,High School,Full-time,71367,Same Religion,0,8.632835111,2,Passive,5.472892119,1,0,0,6.237632354,1,Arranged,1,0,6.241441451,1
27,4,3,Bachelor,Homemaker,68759,Not Religious,0,5.611837492,2,Avoidant,7.093406408,0,0,0,4.628041113,4,Love,1,1,8.409426521,0
28,4,1,Bachelor,Full-time,41501,Same Religion,1,5.15402952,1,Avoidant,7.196298331,0,0,0,7.903043427,2,Love,0,1,3.428809031,0
31,1,2,High School,Full-time,92491,Same Religion,1,5.931184226,1,Collaborative,5.975521661,0,0,0,3.520446222,4,Love,1,0,6.76679707,0
29,11,1,Bachelor,Unemployed,45998,Not Religious,1,4.496247796,4,Aggressive,7.256433435,0,0,0,4.44170744,1,Love,1,0,6.584274211,1
32,5,0,Bachelor,Full-time,43295,Different Religion,1,5.547452815,0,Aggressive,7.426913482,0,0,0,6.001772308,3,Arranged,0,0,5.065253739,0
29,2,0,No Formal Education,Part-time,36782,Different Religion,1,7.641963175,3,Aggressive,3.578299064,0,0,0,3.965967417,4,Love,1,0,8.910374723,1
24,16,1,Master,Unemployed,56428,Same Religion,1,4.583548836,5,Aggressive,3.487480286,0,0,0,9.431755663,4,Love,1,0,6.018456696,1
29,16,1,Master,Unemployed,78083,Not Religious,1,7.880467383,3,Aggressive,7.129220856,0,0,0,1.446003976,0,Love,1,0,5.898251311,1
22,6,0,Master,Unemployed,41974,Same Religion,1,5.505982523,2,Collaborative,3.301841506,0,0,1,4.516750313,4,Love,1,0,1.715842115,0
28,3,1,Master,Full-time,64168,Same Religion,1,8.186438697,3,Collaborative,6.085634912,0,0,0,6.453980849,4,Arranged,0,0,8.916590765,1
27,10,2,PhD,Full-time,64067,Not Religious,0,8.725626826,3,Collaborative,2.627937608,0,0,0,9.424430728,5,Arranged,1,0,5.169240301,0
26,3,1,High School,Full-time,59370,Different Religion,1,4.001701002,2,Aggressive,4.436778363,0,1,0,2.799879517,3,Love,0,0,6.242139942,1
27,2,3,Bachelor,Full-time,66442,Same Religion,0,1.780210618,5,Aggressive,1,0,0,0,3.974682345,5,Love,1,0,5.460422042,1
18,13,3,Master,Part-time,78121,Same Religion,1,6.330913812,2,Collaborative,3.522114739,0,0,0,4.839225256,2,Arranged,1,0,7.130477035,0
25,1,0,Bachelor,Full-time,65459,Different Religion,1,6.512974746,2,Avoidant,5.39642138,0,0,1,9.055918121,3,Other,0,0,5.560678727,0
28,1,1,High School,Part-time,80935,Not Religious,1,3.553649071,2,Avoidant,3.106357989,0,0,0,7.487268833,4,Love,0,0,5.452770449,0
28,1,1,Bachelor,Full-time,37998,Same Religion,0,9.335818228,1,Collaborative,1,0,0,0,4.395287841,4,Love,0,0,8.743012068,1
22,1,0,Bachelor,Full-time,51155,Different Religion,1,5.275752059,4,Collaborative,3.042367445,0,1,1,8.306049579,0,Love,1,0,6.961817134,1
34,1,0,High School,Full-time,38023,Different Religion,1,7.279201523,0,Avoidant,4.234160156,0,0,0,6.617557712,3,Love,1,0,6.937685852,1
23,40,1,Bachelor,Full-time,70957,Same Religion,1,4.534385862,5,Aggressive,6.264470478,0,0,1,6.258631455,4,Love,1,0,4.224869119,1
32,3,0,Bachelor,Part-time,84436,Same Religion,1,3.014010911,2,Aggressive,4.885957202,0,0,0,6.818000705,4,Love,1,0,6.936493575,1
30,1,2,Master,Part-time,53806,Same Religion,1,8.33539928,3,Avoidant,2.644954901,1,0,0,4.156342691,3,Love,0,0,4.497086769,0
24,2,1,Master,Unemployed,65630,Different Religion,1,4.148100329,1,Aggressive,7.709046008,0,1,0,6.684679642,4,Love,0,0,7.603839754,1
36,27,2,Master,Homemaker,30109,Same Religion,0,7.571485718,2,Avoidant,9.336995974,1,0,0,5.432645436,2,Love,1,0,6.844486979,1
22,7,5,Master,Unemployed,60431,Not Religious,1,4.34492828,3,Aggressive,3.148870745,0,1,0,10,2,Love,0,0,4.983653761,1
32,4,1,Bachelor,Part-time,26536,Different Religion,1,5.560109712,3,Aggressive,9.502138599,0,0,0,9.293694951,6,Other,0,0,6.392786253,0
33,20,1,Bachelor,Full-time,61212,Different Religion,0,5.681851652,2,Collaborative,4.338770603,0,0,1,5.61129511,0,Love,1,0,6.870558569,0
24,5,2,High School,Full-time,21532,Same Religion,1,5.947754303,3,Passive,6.16542755,0,0,0,6.854454583,2,Love,0,0,7.948422521,1
34,4,0,PhD,Unemployed,93889,Same Religion,0,4.715000391,2,Avoidant,8.276385885,0,1,0,3.965979416,5,Love,1,0,5.601197878,0
26,2,2,High School,Full-time,58987,Different Religion,1,7.439516325,0,Aggressive,8.127408595,0,0,0,6.680594555,1,Love,1,0,7.989386527,0
29,4,1,Master,Full-time,58203,Different Religion,1,7.885385667,1,Collaborative,4.217759774,0,0,0,3.685846416,8,Love,1,1,9.436588109,1
29,3,1,Bachelor,Full-time,98166,Same Religion,1,8.442783987,1,Collaborative,8.161744918,0,0,0,4.962698608,3,Arranged,0,0,7.852233905,0
27,11,1,PhD,Full-time,61321,Same Religion,0,5.106896093,5,Collaborative,6.337711526,0,0,0,7.182063881,2,Love,0,0,5.163507223,0
32,3,1,Bachelor,Unemployed,27809,Different Religion,0,3.76224833,3,Aggressive,4.661169568,0,0,0,3.808360248,4,Arranged,1,0,7.988414298,1
31,8,1,Master,Full-time,51383,Same Religion,0,6.427620295,1,Collaborative,3.219824368,1,0,0,4.028369815,0,Love,0,0,8.357216908,1
19,1,1,High School,Full-time,98903,Different Religion,1,6.741079677,3,Avoidant,4.521854153,0,0,0,4.309152744,1,Love,1,0,7.996606069,0
34,2,1,High School,Full-time,42094,Same Religion,0,6.752624614,2,Avoidant,6.855565646,0,0,1,5.76505782,4,Other,1,0,3.815623207,0
19,5,3,Bachelor,Part-time,51189,Different Religion,0,9.067105624,3,Collaborative,4.045393461,1,0,0,8.763820517,2,Love,1,0,2.211191085,1
33,27,1,No Formal Education,Unemployed,90934,Same Religion,1,6.221551438,0,Collaborative,5.68670176,0,0,0,8.345975311,7,Love,0,0,2.301529604,0
33,4,0,Bachelor,Full-time,44579,Different Religion,1,10,2,Aggressive,3.716498103,0,0,1,5.106679488,2,Love,1,0,2.993806802,0
22,10,3,PhD,Unemployed,58091,Same Religion,0,7.759121826,2,Passive,7.25859039,0,0,1,8.715827898,3,Love,0,0,4.798573004,1
25,2,0,Master,Full-time,87009,Same Religion,1,7.820847482,1,Collaborative,2.853263739,0,0,1,5.902630897,3,Love,0,0,6.103909209,0
22,1,3,Master,Part-time,48524,Same Religion,1,6.175090766,3,Collaborative,10,1,0,1,6.320633574,6,Arranged,1,0,2.418018292,0
26,1,2,Bachelor,Unemployed,44028,Different Religion,0,5.37694265,1,Avoidant,5.602262134,0,0,0,5.873993414,1,Love,0,0,6.687196108,1
26,3,1,Bachelor,Homemaker,23139,Same Religion,1,4.779301698,1,Avoidant,3.344698845,0,1,1,7.384572355,3,Arranged,1,0,5.903924538,0
31,1,2,High School,Full-time,37941,Same Religion,0,6.366236725,3,Collaborative,3.719158173,1,0,0,4.2518117,4,Arranged,0,0,6.711782972,0
34,1,4,No Formal Education,Full-time,42331,Not Religious,1,7.752037236,1,Collaborative,2.45532846,1,0,0,5.040030433,6,Love,1,0,8.374587317,0
34,14,1,No Formal Education,Full-time,52737,Same Religion,1,5.606269702,1,Aggressive,7.591917404,0,0,0,8.231813144,5,Arranged,0,0,6.777148106,0
25,1,0,Master,Full-time,67145,Same Religion,1,5.258739895,2,Avoidant,5.809892955,1,1,0,5.143596029,2,Love,1,0,5.286401016,0
26,8,4,High School,Full-time,59107,Different Religion,1,3.93781598,0,Collaborative,5.817699997,0,1,0,4.662877969,3,Love,1,0,3.896980625,1
19,4,2,High School,Full-time,35369,Different Religion,1,7.024071871,4,Collaborative,6.056628681,1,1,0,2.965228176,2,Love,0,0,5.752171584,1
23,7,3,No Formal Education,Full-time,87209,Same Religion,1,3.863175746,4,Passive,3.208813355,1,0,0,7.046636582,2,Love,1,0,2.111922028,0
32,8,3,High School,Homemaker,37959,Different Religion,1,6.795938494,1,Aggressive,4.273988055,0,0,0,3.838687945,7,Love,1,0,7.041541019,0
36,3,4,Master,Full-time,96073,Same Religion,1,6.566507566,0,Aggressive,1,0,0,0,9.230737355,5,Arranged,0,0,8.420658665,0
21,3,0,Bachelor,Homemaker,63025,Same Religion,0,5.722179529,1,Passive,9.86928514,0,1,0,7.100927831,1,Love,0,0,5.571399998,1
25,13,1,Bachelor,Unemployed,80907,Same Religion,1,8.41054845,3,Collaborative,1.604790427,0,0,0,3.32944004,1,Love,1,0,5.445198037,0
27,20,1,Master,Homemaker,70597,Same Religion,1,9.180121538,1,Avoidant,3.526035963,0,0,0,6.386992855,2,Arranged,1,0,5.329242715,1
29,2,1,High School,Homemaker,90114,Same Religion,1,1.787041304,1,Collaborative,4.472000005,0,0,1,4.678672932,3,Love,1,0,5.128012144,1
23,1,1,Bachelor,Unemployed,59132,Same Religion,1,3.02590736,7,Avoidant,5.599545523,1,0,1,7.354309697,1,Love,0,0,6.379754697,1
30,22,0,No Formal Education,Unemployed,54668,Same Religion,1,7.169338221,6,Avoidant,5.224746323,0,0,0,5.419772992,1,Love,0,0,8.372096159,0
25,4,1,Bachelor,Full-time,66094,Same Religion,0,9.386393579,2,Avoidant,6.184499548,0,0,1,10,3,Love,0,1,9.661885722,0
27,8,1,Master,Part-time,54494,Same Religion,0,3.276629613,3,Avoidant,10,0,0,0,10,4,Arranged,1,0,8.632834973,0
30,4,5,Master,Homemaker,69071,Same Religion,1,6.842991501,2,Collaborative,6.004066259,1,0,1,4.945256082,3,Love,1,0,6.18511202,0
